unit;rzb_cdr_counterparty_code;entity_type;entity_type_desc;rzb_cdr_counterparty_name;rzb_cdr_internal_rating;rzb_cdr_ead_pre_ccf;rzb_cdr_ead_pre_ccf;cc;cc1;dqi_check
RBRU;763107;6;Small Medium Business (SMB);SEVER-TOM OOO;SME_10;12293.23381;12293.23381;763107;;OK
RBBY;1845127;6;Small Medium Business (SMB);ESA-BEL TREID OOO;SME_10;266592.9632;266592.9632;1845127;1845127;OK
RBHU;1925753;6;Small Medium Business (SMB);Fort General Korlátolt Felelõsségû-Társaság;SME_10;79.18564619;79.18564619;1925753;1925753;OK
RBRU;1061796;3;Corporates;TD SEREBRO OOO;CORP_10;224556.4685;224556.4685;1061796;1061796;OK
AVAL;313346;6;Small Medium Business (SMB);FOP PONIKARENKO A.V.;SME_10;8177.282955;8177.282955;313346;;OK
AVAL;1038465;3;Corporates;"TOV ""Torhovyi Dim ""Fidlaif""";CORP_10;99828.63155;99828.63155;1038465;1038465;OK
AVAL;1499536;6;Small Medium Business (SMB);"FH ""SK NYVA PLIUS""-FH ""SK Nyva Plius""";SME_10;132548.1846;132548.1846;1499536;1499536;OK
RBCZ;716201;6;Small Medium Business (SMB);LISEO S R O;SME_10;51773.51263;51773.51263;716201;716201;OK
AVAL;179544;3;Corporates;PAT AZOVZAHALMASh;CORP_10;6.931786086;6.931786086;;;OK
RBBH;1056934;6;Small Medium Business (SMB);SD TRADE DOO MOSTAR;SME_10;316801.1842;316801.1842;1056934;1056934;OK
RBHU;875763;6;Small Medium Business (SMB);PEWNO Consulting Kft.;SME_10;62609.01325;62609.01325;875763;875763;OK
RBRO;650639;6;Small Medium Business (SMB);DEMETRIS SRL DEMETRIS SRL;SME_10;101616.8441;101616.8441;650639;650639;OK
RBRS;779864;6;Small Medium Business (SMB);SANI TRADE & TOURS DOO BEOGRAD;SME_10;9926.728644;9926.728644;779864;779864;OK
RBKO;1062577;6;Small Medium Business (SMB);GHM COMPANY SH.P.K.;SME_10;116748.06;116748.06;1062577;1062577;OK
AVAL;1042585;3;Corporates;"TOV ""Khask-Fleks""";CORP_10;1214442.284;1214442.284;1042585;1042585;OK
AVAL;1435781;6;Small Medium Business (SMB);"TOV ""Richlend Invest""";SME_10;614697.3589;614697.3589;1435781;1435781;OK
RBKO;123367;3;Corporates;N.P.T. POTERA-BB;CORP_10;2565395.3;2565395.3;123367;123367;OK
RBRS;664483;6;Small Medium Business (SMB);ALFA POINT;SME_10;160598.3297;160598.3297;664483;664483;OK
RLRU;1967790;3;Corporates;TRANSPORTNAYA KOMPANIYA TSS;CORP_10;989226.5271;989226.5271;1967790;1967790;OK
ALEASS;702165;3;Corporates;CENTROMETAL S.R.L.;CORP_10;81543.58;81543.58;702165;702165;OK
RBRO;930969;6;Small Medium Business (SMB);HITMAN INTERNATIONAL SRL;SME_10;380.119204;380.119204;930969;930969;OK
AVAL;219723;3;Corporates;"TOV""Mala Tokmachka""";CORP_10;621010.8427;621010.8427;219723;219723;OK
RBHU;1235301;3;Corporates;City Mail Konszolidátor Kft.;CORP_10;139.4688302;139.4688302;1235301;1235301;OK
TBSK;787749;6;Small Medium Business (SMB);KLEMPA IMPEX s.r.o.;SME_10;80060.62;80060.62;787749;787749;OK
ALEASS;702225;6;Small Medium Business (SMB);TELCO SISTEMI S.R.L.;SME_10;257106.49;257106.49;702225;702225;OK
ALEASS;702031;6;Small Medium Business (SMB);IL FALEGNAME DI ASSOGNA;SME_10;50030.69;50030.69;702031;702031;OK
TBSK;310485;3;Corporates;MVR s.r.o.;CORP_10;405312.45;405312.45;310485;;OK
RBBY;204889;3;Corporates;ARTPRODUKT OOO-0;CORP_10;345269.1234;345269.1234;204889;204889;OK
RBRO;927161;6;Small Medium Business (SMB);BUCOVINA ROVAS SRL;SME_10;135016.6309;135016.6309;927161;927161;OK
RBRO;106845;3;Corporates;APASCO SA;CORP_10;171.0502435;171.0502435;106845;;OK
RBRU;1347870;3;Corporates;TD BORKHIMMASH OOO;CORP_10;101349.39;101349.39;1347870;1347870;OK
RBHU;1240081;3;Corporates;MIXEM Real Estate Kft.;CORP_10;3817.458054;3817.458054;1240081;1240081;OK
ALEASS;702254;6;Small Medium Business (SMB);MICHETTI MASSIMILIANO;SME_10;111471.62;111471.62;702254;;OK
RBRO;1405390;3;Corporates;BEBE SUPERMARKET INVESTMENTS SRL;CORP_10;2.885139914;2.885139914;1405390;1405390;OK
AVAL;504884;6;Small Medium Business (SMB);"TOV ""Goryats-T""";SME_10;113829.9013;113829.9013;504884;504884;OK
RBRO;922481;3;Corporates;DIRECT POSTED SELLING SRL;CORP_10;2.022766336;2.022766336;;;OK
ALEASS;702652;3;Corporates;G.M. & PARTNERS S.R.L.;CORP_10;341967.19;341967.19;702652;;OK
RBHU;268750;3;Corporates;BL Óraszalon Szolgáltató és Kereske-delmi Kft.;CORP_10;159891.486;159891.486;268750;268750;OK
RBHU;205540;3;Corporates;Landmont Ltd.;CORP_10;16.83081796;16.83081796;;;OK
ALEASS;1996901;6;Small Medium Business (SMB);PANIZZO SRL;SME_10;184567.01;184567.01;1996901;1996901;OK
RBAL;221597;6;Small Medium Business (SMB);LUANI SHPK;SME_10;94708.38163;94708.38163;221597;221597;OK
RBRU;679464;6;Small Medium Business (SMB);ENERGOMET OOO;SME_10;3951.623532;3951.623532;679464;;OK
RBBH;165843;6;Small Medium Business (SMB);ISKRA KOMERC DJL ZAVIDOVICI;SME_10;258.2024;258.2024;;;OK
RBRO;466913;3;Corporates;APAN BUSINESS CARS S.R.L;CORP_10;36.02673604;36.02673604;466913;466913;OK
RBBH;688963;6;Small Medium Business (SMB);FORVIT DOO  GRACANICA;SME_10;134845.4314;134845.4314;688963;688963;OK
RBRO;316064;6;Small Medium Business (SMB);ANDI-PRESS S R L;SME_10;224.2610365;224.2610365;316064;316064;OK
RBCZ;666885;6;Small Medium Business (SMB);EMITEX PRODUCTS S R O;SME_10;39166.08602;39166.08602;666885;666885;OK
AVAL;1638332;6;Small Medium Business (SMB);"TOV ""TD ""Ahroimpeks""";SME_10;104352.1196;104352.1196;1638332;1638332;OK
RBAL;605381;3;Corporates;VICTORIA INVEST SHPK;CORP_10;5.17;5.17;605381;605381;OK
RBRU;507761;6;Small Medium Business (SMB);SKIFAVTO ZAO;SME_10;367067.4868;367067.4868;507761;507761;OK
RLCZ;1607938;18;Specialised Lending Project (excl. Commodity);GEONE Holesovice Two s.r.o.-project Riverwell;SLOT_RE_6.5;41.4662465;41.4662465;1607938;1607938;OK
CASRS;235990;3;Corporates;MORAVA IN DOO KRUSEVAC;CORP_10;16.01893584;16.01893584;;235990;ERROR
AVAL;222240;6;Small Medium Business (SMB);Pedchenko Mykhailo Vyktorovych;SME_10;24.35213472;24.35213472;;;OK
RBRU;178996;3;Corporates;FIRMA KONSOL LTD OOO;CORP_10;55.28831044;55.28831044;178996;178996;OK
AVAL;1018321;6;Small Medium Business (SMB);"FH ""Voskhod A""";SME_10;187888.0438;187888.0438;1018321;1018321;OK
RBHU;195361;3;Corporates;Edelmann Hungary Packaging Zrt.;CORP_10;4966401.362;4966401.362;195361;195361;OK
RBAL;551798;3;Corporates;Aren 2003 shpk;CORP_10;258.3009291;258.3009291;551798;551798;OK
RBBH;166184;6;Small Medium Business (SMB);ARKA PRESS DOO SARAJEVO;SME_10;0.511291881;0.511291881;;;OK
RBBY;1528415;6;Small Medium Business (SMB);NORMEN OOO;SME_10;23521.59761;23521.59761;1528415;1528415;OK
RBRS;1614431;3;Corporates;GOOD MOOD DOO BEOGRAD;CORP_10;429111.4;429111.4;1614431;1614431;OK
RBBH;128623;6;Small Medium Business (SMB);ZUPA TRADE DOO GRADISKA;SME_10;2027.435922;2027.435922;128623;128623;OK
RBHU;1335175;6;Small Medium Business (SMB);NO XPLODE Kereskedelmi és Szolgálta-tó KFT.;SME_10;6.761418911;6.761418911;1335175;1335175;OK
RBRO;706164;6;Small Medium Business (SMB);PAMPSIN METAL CONSTRUCT;SME_10;1434.112537;1434.112537;706164;706164;OK
AVAL;306964;3;Corporates;TOV 'Kombinat hromadskoho kharchuva-nya AES';CORP_10;540026.314;540026.314;306964;306964;OK
RBRO;1866396;6;Small Medium Business (SMB);TANSUGEN FRUITS SRL;SME_10;9503.339733;9503.339733;1866396;1866396;OK
RBI;531665;3;Corporates;BALLI STEEL plc;CORP_10;361732.0282;361732.0282;531665;;OK
RBRO;653010;6;Small Medium Business (SMB);MARIUS COMERT SERVICII SRL;SME_10;190.8495808;190.8495808;;;OK
TLSK;1636934;6;Small Medium Business (SMB);SKC s.r.o.;SME_10;155099.29;155099.29;1636934;1636934;OK
RBRO;120514;3;Corporates;ENOL GRUP SA;CORP_10;10205.40661;10205.40661;120514;120514;OK
RLHR;523245;3;Corporates;ZAGREBTRANS D.O.O.;CORP_10;133696.7428;133696.7428;523245;523245;OK
RLRO;156570;6;Small Medium Business (SMB);TOYS MANIA SRL;SME_10;15856.0954;15856.0954;156570;156570;OK
RBHU;868084;6;Small Medium Business (SMB);"HEJM-VIN Borászati és Kereskedelmi-Kft. ""FA""";SME_10;31946.48901;31946.48901;868084;868084;OK
RBBH;162689;3;Corporates;UNIGRAD DOO ISTOCNO SARAJEVO;CORP_10;5638.889883;5638.889883;162689;;OK
RBI;533862;3;Corporates;TECHNOVAA INDUSTRIES LLC;CORP_10;539048.1114;539048.1114;533862;533862;OK
RBAL;1569330;6;Small Medium Business (SMB);FLAVIO FS 2013 SHPK;SME_10;153963.131;153963.131;1569330;1569330;OK
RBCZ;1571579;6;Small Medium Business (SMB);NAFIGATE CORPORATION A S;SME_10;271606.6849;271606.6849;1571579;1571579;OK
RBRO;871713;6;Small Medium Business (SMB);GIFT LAB SRL;SME_10;5776.937065;5776.937065;871713;871713;OK
RBCZ;2071724;3;Corporates;NWT INVEST S R O;CORP_10;0.04;0.04;2071724;2071724;OK
RBCZ;689152;3;Corporates;FANS A S;CORP_10;354712.7697;354712.7697;689152;689152;OK
TLSK;1505588;6;Small Medium Business (SMB);K2-trading, s.r.o.;SME_10;3943.87;3943.87;1505588;1505588;OK
RBHU;956357;6;Small Medium Business (SMB);NÉMETH Autóközlekedési Kft.;SME_10;154816.5889;154816.5889;956357;956357;OK
RBKO;684489;6;Small Medium Business (SMB);ENEX -TRADE SHPK;SME_10;310829.9;310829.9;684489;684489;OK
TBSK;651683;3;Corporates;AIR CARGO GLOBAL, s. r. o.;CORP_10;20862.5943;20862.5943;651683;651683;OK
RBRO;292427;6;Small Medium Business (SMB);YGREC PAGINI UTILE SRL;SME_10;1052.88946;1052.88946;292427;292427;OK
RBHU;854986;6;Small Medium Business (SMB);VBV-Packets Termelõ, Kereskedelmi é-s Szolgáltató Kft.;SME_10;40629.48932;40629.48932;854986;854986;OK
RLHR;514562;6;Small Medium Business (SMB);AMFORA D.O.O.;SME_10;4519.91;4519.91;514562;514562;OK
RBBH;779622;6;Small Medium Business (SMB);BOH PETROL DOO TESANJ;SME_10;53658.2883;53658.2883;779622;779622;OK
RBI;531671;3;Corporates;AMOR GmbH;CORP_10;9186906.66;9186906.66;531671;531671;OK
AVAL;1024643;6;Small Medium Business (SMB);FH Pravda;SME_10;50574.69176;50574.69176;1024643;1024643;OK
RBBH;317494;3;Corporates;TERMIK DOO BANJA LUKA;CORP_10;0.009375586;0.009375586;;;OK
CASRS;2140369;6;Small Medium Business (SMB);MEDENINO PROGRES DOO BEOGRAD NOVI B;SME_10;32.9693221;32.9693221;2140369;2140369;OK
RBHR;1598773;6;Small Medium Business (SMB);IVARO FASHION D.O.O.;SME_10;130614.9459;130614.9459;1598773;1598773;OK
CASRS;664483;6;Small Medium Business (SMB);ALFA POINT;SME_10;6504.375286;6504.375286;664483;664483;OK
RLBH;1268946;6;Small Medium Business (SMB);CROMONT DOO ZEPCE;SME_10;88927.89;88927.89;1268946;1268946;OK
TLSK;805532;3;Corporates;SAVE-TECH, spol. s.r.o.;CORP_10;11743.18;11743.18;805532;805532;OK
RBRS;944718;3;Corporates;JU-VES-KOMERC DOO POZEGA;CORP_10;61571.06416;61571.06416;944718;944718;OK
RBHU;778782;6;Small Medium Business (SMB);BARBI KACSA Kft.;SME_10;5445.128284;5445.128284;778782;778782;OK
AVAL;195622;3;Corporates;Integrated Agrosystems FE;CORP_10;3017558.42;3017558.42;195622;195622;OK
RBCZ;1574592;3;Corporates;THEODOR J E C WILSON AIRCRAFT LEASI-NG COMPANY LIMITED;CORP_10;3780104.9;3780104.9;1574592;1574592;OK
AVAL;219764;6;Small Medium Business (SMB);"PSP ""Banivka""";SME_10;173338.8569;173338.8569;219764;219764;OK
RBBY;750635;6;Small Medium Business (SMB);'SILA RAVNOVESIYA' CHP;SME_10;21609.41624;21609.41624;750635;750635;OK
RBRO;246173;3;Corporates;SC GIDACOM SRL;CORP_10;230.6835027;230.6835027;246173;246173;OK
RBBH;491970;6;Small Medium Business (SMB);LEKA DOO BIJELJINA;SME_10;20221.20021;20221.20021;491970;491970;OK
RBBY;485390;6;Small Medium Business (SMB);STROIPARTNER OOO;SME_10;426780.036;426780.036;485390;485390;OK
RBCZ;774625;18;Specialised Lending Project (excl. Commodity);GEONE ONE S R O;SLOT_RE_6.5;11.73204512;11.73204512;;774625;ERROR
RBBH;280983;6;Small Medium Business (SMB);MEDJUGORJE AIRLINES DOO MOSTAR;SME_10;11.50406733;11.50406733;;;OK
RBRU;678932;6;Small Medium Business (SMB);RATSIONAL OOO;SME_10;119531.5093;119531.5093;678932;678932;OK
RLHR;137490;3;Corporates;RONIS D.O.O.;CORP_10;17188.19155;17188.19155;137490;137490;OK
RBAL;1434906;6;Small Medium Business (SMB);GENTJAN REKA PF;SME_10;1088.425508;1088.425508;1434906;1434906;OK
CASRS;118102;3;Corporates;FIDELINKA KOMPANIJA DOO;CORP_10;585572.21;585572.21;118102;118102;OK
RLRU;1915451;6;Small Medium Business (SMB);OOO DSK-LOGISTIKA;SME_10;97099.37855;97099.37855;1915451;1915451;OK
RLBH;1363353;6;Small Medium Business (SMB);ORMAN DOO LIVNO;SME_10;3.08;3.08;1363353;1363353;OK
RBRO;106518;3;Corporates;AGRIROM SRL;CORP_10;2.020406102;2.020406102;;;OK
RBAL;231525;3;Corporates;PLANET SHPK;CORP_10;54008.96654;54008.96654;231525;231525;OK
RBCZ;713268;3;Corporates;SALUS DOMINE A S;CORP_10;1175208.629;1175208.629;713268;713268;OK
RBBH;1036009;6;Small Medium Business (SMB);DOO SANA TEL SANSKI MOST;SME_10;3034.670702;3034.670702;1036009;1036009;OK
RBHU;1364067;6;Small Medium Business (SMB);"Kölcsönõr Korlátolt Felelõsségû Tár-saság ""felszámolás alatt""";SME_10;1334.171202;1334.171202;1364067;1364067;OK
AVAL;713174;3;Corporates;"VAT ""ZAKARPATNAFT.PROD-MUKACH""";CORP_10;6.931786086;6.931786086;;;OK
RLCZ;1464035;6;Small Medium Business (SMB);IKS METALLTECH S R O;SME_10;171066.6617;171066.6617;1464035;1464035;OK
RBBY;1492551;6;Small Medium Business (SMB);BELSIT-PLYUS CHP;SME_10;74639.03149;74639.03149;1492551;1492551;OK
RBBH;166446;6;Small Medium Business (SMB);SMAJIC PROMET DOO VITEZ;SME_10;107.2792625;107.2792625;166446;;OK
RBRU;1059314;6;Small Medium Business (SMB);PARINTSEV YURII GRIGOREVICH (IP);SME_10;26039.98637;26039.98637;1059314;1059314;OK
TLSK;100619;3;Corporates;AGRO Hostovce, s.r.o.;CORP_10;116689.91;116689.91;100619;100619;OK
RBHU;1484332;6;Small Medium Business (SMB);"SANOVITO Szolgáltató Korlátolt Fele-lõsségû Társaság ""felszámolás alatt";SME_10;151.2912622;151.2912622;1484332;1484332;OK
TBSK;1348770;6;Small Medium Business (SMB);STAVPEX, spol. s r.o.;SME_10;41484.1;41484.1;1348770;1348770;OK
RBCZ;522620;3;Corporates;ELMO PLAST A S;CORP_10;2372322.246;2372322.246;522620;522620;OK
RBRO;932116;6;Small Medium Business (SMB);PRODRIVE INTERNATIONAL SRL;SME_10;40945.80665;40945.80665;932116;932116;OK
ALEASS;765179;6;Small Medium Business (SMB);INVESTIMENTI & PARTECIPAZIONI SRL;SME_10;270773.46;270773.46;765179;;OK
RBAL;600171;3;Corporates;GENERAL POLYMEREN RECYCLING ALBANIA;CORP_10;67.40786129;67.40786129;600171;;OK
RBI;69995;3;Corporates;Ahmad Hamad Al Gosaibi Brothers & Company;CORP_10;20571.58;20571.58;69995;;OK
RLCZ;1914548;6;Small Medium Business (SMB);JINDRICHOHRADECKE MISTNI DRAHY A S;SME_10;11429.17566;11429.17566;1914548;1914548;OK
RBAL;1060997;6;Small Medium Business (SMB);AGRO IMPORT EKSPORT LIKA SHPK;SME_10;27735.53839;27735.53839;1060997;1060997;OK
RBAL;1036723;3;Corporates;FG WALK SHPK;CORP_10;1349304.94;1349304.94;1036723;1036723;OK
RBAL;173613;6;Small Medium Business (SMB);A N M MARMOR SHPK;SME_10;15.75768186;15.75768186;;;OK
TBSK;2108035;62;Retail customers with Non-Retail treatment;;CORP_10;380000;380000;2108035;2108035;OK
TBSK;39133;3;Corporates;Nexis Fibers a.s.;CORP_10;3539233.4;3539233.4;39133;39133;OK
RLRO;270965;6;Small Medium Business (SMB);MASERATI SRL;SME_10;2317.104;2317.104;270965;;OK
RBHR;1204479;6;Small Medium Business (SMB);MARIJA HELL, HOTEL PASIKE, VL. MARI-JA HELL;SME_10;330950.6828;330950.6828;1204479;1204479;OK
TBSK;805532;3;Corporates;SAVE-TECH, spol. s.r.o.;CORP_10;1819344.99;1819344.99;805532;805532;OK
RBI;66029;3;Corporates;LEONI Wiring Systems Arad srl;CORP_10;8625941.481;8625941.481;66029;66029;OK
RBBY;571165;6;Small Medium Business (SMB);"""sovremennye napravleniya"" chastnoe-unitarnoe predpriyatie po okazaniy";SME_10;80217.74935;80217.74935;571165;571165;OK
RBHR;149229;6;Small Medium Business (SMB);AMBRA WATER SOLUTIONS D.O.O.;SME_10;78912.02733;78912.02733;149229;149229;OK
RLRS;1907124;6;Small Medium Business (SMB);LANE KOLOR DOO BEOGRAD;SME_10;19123.53;19123.53;1907124;1907124;OK
AVAL;691596;3;Corporates;"TOV ""Velmash-Ukraina""";CORP_10;1601.75962;1601.75962;691596;691596;OK
RBRO;166387;6;Small Medium Business (SMB);STAN & SON SRL;SME_10;299.1703607;299.1703607;166387;;OK
AVAL;1325581;6;Small Medium Business (SMB);"FH ""Sotsenko""";SME_10;104243.8214;104243.8214;1325581;1325581;OK
RBKO;122211;3;Corporates;N.P.N. HIDROTERM SH.P.K.-N.P.N. HIDROTERM SH.P.K.;CORP_10;1158078.35;1158078.35;122211;;OK
RBBY;564019;6;Small Medium Business (SMB);BELSIT CHP;SME_10;10613.24112;10613.24112;564019;564019;OK
AVAL;295364;3;Corporates;Pryvatne sil's'kogospodars'ke-Pidpryemstvo Imeni Lenina;CORP_10;3.90105517;3.90105517;;;OK
RBCZ;1618479;3;Corporates;E D F MAN INGREDIENTS S R O;CORP_10;7460904.361;7460904.361;1618479;1618479;OK
RBBH;797727;3;Corporates;S R C A DOO OLOVO;CORP_10;80451.70081;80451.70081;797727;797727;OK
RBBY;309569;3;Corporates;UP BELAMIKS-0;CORP_10;100920.3075;100920.3075;309569;309569;OK
RBBY;1807234;6;Small Medium Business (SMB);DVERI OPTOM OOO;SME_10;177220.9547;177220.9547;1807234;1807234;OK
AVAL;1520636;6;Small Medium Business (SMB);"TOV ""Zlahoda""";SME_10;139812.7215;139812.7215;1520636;1520636;OK
TBSK;1310677;6;Small Medium Business (SMB);LEMM Dlha nad Vahom, spol. s r.o.;SME_10;23.16;23.16;;1310677;ERROR
RBRO;156570;6;Small Medium Business (SMB);TOYS MANIA SRL;SME_10;141202.0282;141202.0282;156570;156570;OK
RLRO;173392;3;Corporates;ALCO KRAFT SRL;CORP_10;27309.267;27309.267;173392;173392;OK
RBI;505892;3;Corporates;Milkiland N.V.;CORP_10;187.5747735;187.5747735;;;OK
RBRS;670676;6;Small Medium Business (SMB);TERMOTEHNIKA 1979 EKSPORT-IMPORT D-O BEOGRAD;SME_10;0.439131828;0.439131828;;;OK
RBRU;1365181;3;Corporates;OOO EYNERGIYA SVETA;CORP_10;76525.60497;76525.60497;1365181;1365181;OK
AVAL;282686;6;Small Medium Business (SMB);FOP Seniuk Bohdana Zynoviivna;SME_10;17078.30489;17078.30489;282686;;OK
RBRO;808210;6;Small Medium Business (SMB);NORD HIRE DEVELOPMENT SRL;SME_10;250.4596424;250.4596424;808210;808210;OK
AVAL;217759;6;Small Medium Business (SMB);SPD Mihei Serhii Oleksandrovych;SME_10;0.011296244;0.011296244;;;OK
RBBY;904337;6;Small Medium Business (SMB);'OKNAKHOM' OOO;SME_10;621449.8539;621449.8539;904337;904337;OK
RLHR;1514778;3;Corporates;B.M.K. D.O.O.;CORP_10;9687.56;9687.56;1514778;1514778;OK
RBRS;119286;3;Corporates;VALJAONICA BAKRA SEVOJNO AD SEVOJNO;CORP_10;2191979.12;2191979.12;119286;;OK
TLSK;91258;6;Small Medium Business (SMB);IMI SPED, spol. s r.o.;SME_10;365162.93;365162.93;91258;91258;OK
RBRO;706110;6;Small Medium Business (SMB);REINVEST IN BUSINESS DEVELOPMENT ST;SME_10;693.203354;693.203354;706110;706110;OK
RBAL;1063454;6;Small Medium Business (SMB);ROXHERS LUKU PF;SME_10;3643.085264;3643.085264;1063454;1063454;OK
RBRO;1498206;39;Associations;FEDERATIA ORG.UTILIZ.AID-D FIF-IMB;CORP_10;300.1676938;300.1676938;1498206;1498206;OK
RBRO;1328177;6;Small Medium Business (SMB);METAL MARYFERA SRL;SME_10;238.9985878;238.9985878;1328177;1328177;OK
RBBH;496867;3;Corporates;REUNION DOO BANJA LUKA;CORP_10;6496.040044;6496.040044;496867;496867;OK
RBAL;678523;3;Corporates;2AT CONSTRUCTION SHPK;CORP_10;747.14;747.14;678523;678523;OK
TLSK;1427077;6;Small Medium Business (SMB);LAPINTRANS, s.r.o.;SME_10;0.02;0.02;1427077;1427077;OK
RBRO;1504426;6;Small Medium Business (SMB);NELSON PROD SRL;SME_10;214.7792707;214.7792707;1504426;1504426;OK
AVAL;1352223;3;Corporates;"TOV ""Hanul""";CORP_10;308549.0158;308549.0158;1352223;1352223;OK
TBSK;189988;3;Corporates;LANDER, s.r.o.;CORP_10;160579.94;160579.94;189988;;OK
RBI;435331;11;Banks;Delta Bank PJSC-Head Office;FIN_10;846.52;846.52;435331;435331;OK
RBRO;237299;4;Government-Owned Commercial Undertaking;PRESCOM SA;CORP_10;246.708813;246.708813;237299;237299;OK
RBRO;780012;6;Small Medium Business (SMB);CATADUM ACTIV JOB SRL;SME_10;284.4931711;284.4931711;780012;780012;OK
ALEASS;1459450;3;Corporates;EUROSTANDS S.P.A.;CORP_10;1933971.62;1933971.62;1459450;1459450;OK
RBAL;232795;3;Corporates;H.L.-GROUP SHPK;CORP_10;88.93551604;88.93551604;232795;232795;OK
RBRO;1328074;6;Small Medium Business (SMB);ASH BUISNESS MANAGEMENT SRL;SME_10;1066.255177;1066.255177;1328074;1328074;OK
AVAL;1892053;3;Corporates;"TOV""Hirnycho-Metalurhiina kompaniia-""Mriia""";CORP_10;40745.46274;40745.46274;1892053;1892053;OK
ALEASS;702128;6;Small Medium Business (SMB);BAR PASTICCERIA FRANCESCA DI;SME_10;15739.71;15739.71;702128;;OK
RFACTOR;1603068;6;Small Medium Business (SMB);Bamberger Kaliko Textile Finishing-GmbH;SME_10;469194.71;469194.71;1603068;1603068;OK
RBRO;672693;18;Specialised Lending Project (excl. Commodity);BIOENERGY SUCEAVA S.A.;SLOT_PF_6.5;1857819.564;1857819.564;672693;;OK
AVAL;1848907;3;Corporates;TOV SUUP ANFOL;CORP_10;645406.0711;645406.0711;1848907;1848907;OK
RBI;495505;3;Corporates;PT Energi Nusantara Perkasa;CORP_10;14075456.98;14075456.98;495505;;OK
RBHU;660935;3;Corporates;VKIK Vízrendezési Környezetvédelmi,- Infrastrukturális és Kárelhárítási;CORP_10;387.8281985;387.8281985;660935;660935;OK
RBHR;1215912;6;Small Medium Business (SMB);ARHOS D. O. O.;SME_10;217390.6038;217390.6038;1215912;1215912;OK
RBRU;1557346;6;Small Medium Business (SMB);OOO IPTS VOKENERGOMASH;SME_10;236119.7728;236119.7728;1557346;1557346;OK
TLSK;1310677;6;Small Medium Business (SMB);LEMM Dlha nad Vahom, spol. s r.o.;SME_10;1256.65;1256.65;1310677;1310677;OK
RBCZ;1044232;6;Small Medium Business (SMB);BJP COMPANY S R O;SME_10;269567.8564;269567.8564;1044232;1044232;OK
RBBY;702987;6;Small Medium Business (SMB);FLORGRUPP CHP;SME_10;104320.7825;104320.7825;702987;702987;OK
RLBY1;579784;6;Small Medium Business (SMB);"""ilimdrev"" sovmestnoe obshestvo s o-granichennoi otvetstvennostyu";SME_10;34753;34753;579784;579784;OK
RBHR;516540;3;Corporates;PANETA D.O.O.;CORP_10;0.21501095;0.21501095;516540;516540;OK
RLRS;1795246;6;Small Medium Business (SMB);NEONOVA;SME_10;114330.15;114330.15;1795246;1795246;OK
AVAL;1256114;3;Corporates;"TOV ""MV Alians""";CORP_10;409040.0754;409040.0754;1256114;1256114;OK
TLSK;1428193;6;Small Medium Business (SMB);Slovak People s.r.o.;SME_10;8491.34;8491.34;1428193;1428193;OK
RBRO;1974022;6;Small Medium Business (SMB);ALUMART FACADES SRL;SME_10;104320.4526;104320.4526;1974022;1974022;OK
RBHR;345500;3;Corporates;PERFA-BIO D.O.O.;CORP_10;87815.64042;87815.64042;345500;345500;OK
RBCZ;667087;6;Small Medium Business (SMB);COOPTEL STAVEBNI A S;SME_10;28839.19391;28839.19391;667087;667087;OK
RBHU;325902;3;Corporates;Lavinamix Constructs SRL;CORP_10;48.45573376;48.45573376;;325902;ERROR
AVAL;216325;6;Small Medium Business (SMB);DEHTIAR' NATALYIA VYKTOROVNA;SME_10;14.2479012;14.2479012;;;OK
AVAL;222148;6;Small Medium Business (SMB);"STOV ""Novopetrivske""";SME_10;862794.8071;862794.8071;222148;222148;OK
RLRS;142944;3;Corporates;DUNAVPREVOZ DOO BACKA PALANKA;CORP_10;1082566.6;1082566.6;142944;142944;OK
TBSK;733159;6;Small Medium Business (SMB);AFINOX s.r.o.;SME_10;57534.27;57534.27;733159;733159;OK
TBSK;775233;18;Specialised Lending Project (excl. Commodity);VSV GROUP, s.r.o.;SLOT_PF_6.5;601174.9;601174.9;775233;775233;OK
RBRO;743581;6;Small Medium Business (SMB);CEREALTOM 2011 SRL;SME_10;50.66745349;50.66745349;;;OK
RBRO;124284;6;Small Medium Business (SMB);GURAYTEX SRL;SME_10;203529.5431;203529.5431;124284;124284;OK
RBBH;181817;6;Small Medium Business (SMB);M TIFA DOO VITEZ;SME_10;267550.2165;267550.2165;181817;181817;OK
RBRU;735992;6;Small Medium Business (SMB);AZIATSKIE PROMYSHLENNYE TEKHNOLOGII-OOO;SME_10;44073.47107;44073.47107;735992;735992;OK
RBBY;1480566;6;Small Medium Business (SMB);StroyMeDuSa OOO;SME_10;15922.84123;15922.84123;1480566;1480566;OK
RBRO;412097;6;Small Medium Business (SMB);MATCON SRL;SME_10;800.3635439;800.3635439;412097;412097;OK
RBCZ;533358;3;Corporates;AGROMONT VIMPERK SPOL S R O;CORP_10;1189377.838;1189377.838;533358;533358;OK
RLRO;757599;6;Small Medium Business (SMB);ATNYNOVE SRL;SME_10;7793.100315;7793.100315;757599;757599;OK
AVAL;345544;6;Small Medium Business (SMB);SHALDA M.O.;SME_10;3.85099227;3.85099227;;;OK
RLRO;798393;3;Corporates;AVIVA SRL;CORP_10;632615.2118;632615.2118;798393;798393;OK
